Number,Name,Address,Latitude,Longitude
9020,09020 - TOUDOUZE CLAUZEL,FACE 27 RUE CLAUZEL - 75009 PARIS,48.879505265624786,2.337190639271711
14029,14029 - GERGOVIE VERCINGETORIX,112 RUE VERCINGETORIX - 75014 PARIS,48.83425924993043,2.313391647113252
10029,10029 - PLACE DE ROUBAIX,39 RUE DE DUNKERQUE - 75010 PARIS,48.88072668576597,2.351464333201903
9004,09004 - ROCHECHOUART GERANDO,19 RUE GUERANDO - 75009 PARIS,48.88291108953936,2.346319371627125
10015,10015 - RECOLLETS,46 RUE LUCIE SAMPAIX - 75010 PARIS,48.874112916506824,2.362498528696257
6029,06029 - VAUGIRARD PRINCE,FACE 1 RUE DE VAUGIRARD - 75006 PARIS,48.84892295818577,2.341040508705961
12151,12151 - GARE DE LYON,GARE DE LYON - 75012 PARIS,48.8455150897939,2.3726498446286
12019,12019 - GARE DE REUILLY,58 RUE DE LA GARE DE REUILLY - 75012 PARIS,48.842577100515385,2.397249990597384
13116,13116 - PLACE DU DOCTEUR YERSIN,FACE 5 AVENUE DE LA PORTE D'IVRY - 75013 PARIS,48.820226792619714,2.372209309645734
19114,19114 - MANIN SECRETAN,31 RUE MANIN - 75019 PARIS,48.87927519569598,2.378637021920256
8025,08025 - MIROMESNIL,39 RUE DE MIROMESNIL - 75008 PARIS,48.873760472140056,2.315876308346374
18036,18036 - FRANCIS DE CROISSET,7 RUE FRANCIS DE CROISSET - 75018 PARIS,48.899410681516315,2.345920133314917
14033,14033 - DAGUERRE GASSENDI,31 RUE FRODEVAUX - 75014 PARIS,48.83568044417256,2.328290822051698
22011,22011 - MONTROSIER (NEUILLY),7 RUE MONTROSIER - 92200 NEUILLY,48.87944136963256,2.278535717122779
12032,12032 - PORTE DOREE,1 PLACE EDOUARD RENARD - 75012 PARIS,48.835545043575955,2.40745551592605
16110,16110 - OCTAVE FEUILLET,4-6 RUE OCTAVE FEUILLET - 75016 PARIS,48.8609983661382,2.27312852713658
15049,15049 - PORTE DE VERSAILLES,2 AVENUE ERNEST RENAN - 75015 PARIS,48.83217944426036,2.287122261982559
16030,16030 - MIRABEAU,4 PLACE DE BARCELONE - 75016 PARIS,48.84766571002937,2.273556264965371
15042,15042 - FARMAN,61 RUE HENRY FARMAN - 75015 PARIS,48.83373383017729,2.271396472461431
19012,19012 - LALLY TOLLENDAL,5 RUE LALLY TOLLENDAL - 75019 PARIS,48.88270064422199,2.37469338894231
21018,21018 - SEINE (BOULOGNE-BILLANCOURT),FACE AU 13 RUE DE LA SEINE - 92100 BOULOGNE-BILLANCOURT,48.82824349415854,2.250657739639016
15053,15053 - LECOURBE,250 RUE LECOURBE - 75015 PARIS,48.83922209776229,2.291540507948998
18027,18027 - DAMREMONT ORDENER,102 RUE DAMREMONT - 75018 PARIS,48.893400392981874,2.336266523912805
6103,06103 - MEZIERES RENNES,16 RUE DE MEZIERES - 75006 PARIS,48.850297010217595,2.330446820277252
42006,42006 - BROSSOLETTE (IVRY),23 RUE PIERRE BROSSOLETTE - 94200 IVRY,48.816929720561234,2.381460319184223
17011,17011 - PORTE DE CLICHY FRAGONARD,4 RUE FRAGONARD - 75017 PARIS,48.894151383293696,2.314678001115381
6020,06020 - SAINT MICHEL DANTON,2 RUE DANTON - 75006 PARIS,48.85293041059132,2.342657392891206
11017,11017 - ALEXANDRE DUMAS,FACE 77 BOULEVARD DE CHARONNE - 75011 PARIS,48.854176040414856,2.396093495321842
14111,14111 - DENFERT-ROCHEREAU CASSINI,18 RUE CASSINI - 75014 PARIS,48.837549292197465,2.335983030466524
11032,11032 - METALLOS,81 BIS RUE JP TIMBAUD - 75011 PARIS,48.86793796309799,2.377885515684799
21113,21113 - PETIT (CLICHY),2 RUE PETIT - 92110 CLICHY,48.8993483537726,2.29662648341284
11044,11044 - RICHARD LENOIR VOLTAIRE NORD,FACE 104 BOULEVARD RICHARD LENOIR - 75011 PARIS,48.86343198963591,2.37120861796012
3001,03001 - CHEMIN VERT BEAUMARCHAIS,69 BOULEVARD BEAUMARCHAIS - 75003 PARIS,48.85804405694242,2.367832659296124
20133,20133 - RASSELINS,2 RUE DES RASSELINS - 75020 PARIS,48.85352868594103,2.409615362775532
13047,13047 - BOUTROUX VITRY,1 AVENUE BOUTROUX - 75013 PARIS,48.822632842232245,2.377738433657617
34009,34009 - MAAR (SAINT OUEN),RUE DORA MAAR / GARE RER - 93400 SAINT OUEN,48.905269629379745,2.322171248688672
11001,11001 - BASTILLE RICHARD LENOIR,2 BOULEVARD RICHARD LENOIR - 75011 PARIS,48.85384822621097,2.369701488217501
3007,03007 - ARCHIVES PASTOURELLE,67 RUE DES ARCHIVES - 75003 PARIS,48.86240121191442,2.359447031946381
9009,09009 - SQUARE MONTHOLON,26 RUE MONTHOLON - 75009 PARIS,48.87660117136262,2.345785516803243
905,00905 - CONCORDE/BERGES DE SEINE (STATION MOBILE),QUAI D'ORSAY - CONCORDE - 75007 PARIS,48.86314,2.31669
15115,15115 - VAUGIRARD,25-31 BOULEVARD DE VAUGIRARD - 75015 PARIS,48.84132525980798,2.318291551592712
5018,05018 - MUTUALITE,20 RUE MONGE - 75005 PARIS,48.84838576471672,2.350169939020645
35006,35006 - DELIZY (PANTIN),FACE AU 23 RUE DELIZY - 93500 PANTIN,48.89633193166097,2.409087652725976
9036,09036 - ATHENES CLICHY,4 RUE D'ATHENES - 75009 PARIS,48.878113787876,2.32956021945824
4107,04107 - BEAUMARCHAIS,27 BOULEVARD BEAUMARCHAIS - 75004 PARIS,48.855501357701705,2.368429069929045
17050,17050 - BATIGNOLLES,1 RUE DES BATIGNOLLES - 75017 PARIS,48.88310390458221,2.323834749088381
5013,05013 - ULM ERASME,13 RUE ERASME - 75005 PARIS,48.8425479496716,2.344596649931604
20110,20110 - PORTE DES LILAS,FACE 241 AVENUE GAMBETTA - 75020 PARIS,48.87541242186098,2.4059603311549
13001,13001 - PORT ROYAL,51 BOULEVARD PORT ROYAL - 75013 PARIS,48.83772792097816,2.344664043426302
13103,13103 - SAINT MARCEL,89 BOULEVARD DE L'HOPITAL - 75013 PARIS,48.83772768745433,2.360460336476805
17018,17018 - MONCEAU,4 RUE DE THANN - 75017 PARIS,48.881161983577115,2.30951238050775
31704,31704 - HORNET (BAGNOLET),FACE AU 1 RUE JEANNE HORNET - 93170 BAGNOLET,48.873929200033544,2.427933579778934
4103,04103 - HOTEL DE VILLE,1 RUE DES ARCHIVES - 75004 PARIS,48.857203787697095,2.353976273618783
21013,21013 - GRENIER (BOULOGNE-BILLANCOURT),4 AVENUE PIERRE GRENIER - 92100 BOULOGNE-BILLANCOURT,48.82584693469992,2.248821391087721
11012,11012 - MONTREUIL VOLTAIRE,93 RUE DE MONTREUIL - 75011 PARIS,48.85050701184191,2.393075558274471
33012,33012 - LANDY (AUBERVILLIERS),FACE 2 RUE DU LANDY - 93300 AUBERVILLIERS,48.915156182813234,2.376424009514086
35001,35001 - JAURES 1 (PANTIN),168 AVENUE JEAN JAURES - 93500 PANTIN,48.91013709505388,2.399325633305226
21703,21703 - MARTINIE (VANVES),5-7 AVENUE MARCEL MARTINIE - 92170 VANVES,48.821049923459526,2.29130063072414
2101,02101 - BACHAUMONT,14 RUE BACHAUMONT - 75002 PARIS,48.866067150086806,2.345463652702569
17025,17025 - COURCELLES,2 RUE DE CHAZELLES - 75017 PARIS,48.8794303755264,2.303467406687128
7004,07004 - RASPAIL VARENNE,FACE 28 BOULEVARD RASPAIL - 75007 PARIS,48.853261668611665,2.326319806384382
20032,20032 - AMANDIERS,55 RUE DES CENDRIERS - 75020 PARIS,48.86629510600211,2.389350412433471
9008,09008 - TOUR D'AUVERGNE,24 RUE D'AUVERGNE - 75009 PARIS,48.87916177777549,2.34369843072095
43007,43007 - VORGES (VINCENNES),4 AVENUE VORGES - 94300 VINCENNES,48.848257752729346,2.439892899386235
12006,12006 - GARE DE LYON VAN GOGH,15 RUE VAN GOGH - 75012 PARIS,48.84419240789483,2.371691677977748
21204,21204 - D'ORVES (MONTROUGE),FACE 44 RUE D'ESTIENNES D'ORVES / PISCINE - 92120 MONTROUGE,48.815388220397274,2.320886790760933
14016,14016 - REILLE MONTSOURIS,61 AVENUE RENE COTY - 75014 PARIS,48.82476710259696,2.335999677300567
31002,31002 - REPUBLIQUE (MONTREUIL),38 RUE DE LA REPUBLIQUE - 93100 MONTREUIL,48.85281419134583,2.419307088753658
15070,15070 - BLANC,88 RUE BALARD - 75015 PARIS,48.83863387153602,2.278274193061826
17047,17047 - COURCELLES - DEMOURES,172 RUE DE COURCELLES - 75017 PARIS,48.883769733273496,2.29858466343129
18018,18018 - CARPEAUX,13 RUE CARPEAUX - 75018 PARIS,48.890747210171405,2.330820396477741
4014,04014 - ARCHIVES BLANCS MANTEAUX,29 RUE DES BLANCS MANTEAUX - 75004 PARIS,48.85940271964358,2.35592748653501
15105,15105 - SUFFREN FÉDÉRATION,84 RUE DE LA FEDERATION - 75015 PARIS,48.85276674352813,2.297876431467921
10024,10024 - BUISSON SAINT LOUIS,2 RUE DU BUISSON SAINT LOUIS - 75010 PARIS,48.87182588992616,2.372203224856393
32008,32008 - EMGP NORD (SAINT DENIS),EMGP PARKING ENTREE NORD - 93200 SAINT DENIS,48.905745467654526,2.364997877155126
8054,08054 - HOCHE ALBRECHT,10 AVENUE BERTHIER ALBRECHT - 75008 PARIS,48.87614039826388,2.301303138307601
7009,07009 - ASSEMBLEE NATIONALE,FACE 119 RUE DE LILLE - 75007 PARIS,48.86137389094257,2.320131276903925
1015,01015 - PLACE ANDRE MALRAUX,2 PLACE ANDRE MALRAUX - 75001 PARIS,48.86397965515107,2.335599603893845
17002,17002 - LA FOURCHE RUE DE LA CONDAMINE,4 RUE DE LA CONDAMINE - 75017 PARIS,48.88790134553051,2.324400445437174
18030,18030 - SIMPLON,1 RUE JOSEPH DIJON - 75018 PARIS,48.89373427753593,2.347517966604574
32605,32605 - HORTENSIAS (LES LILAS),1 ALLEE DES HORTENSIAS - 93260 LES LILAS,48.88217309420464,2.42327263606036
43005,43005 - AUBERT (VINCENNES),18 AVENUE AUBERT - 94300 VINCENNES,48.847550436310826,2.433432607923368
13045,13045 - TOLBIAC ALBERT,FACE 1 RUE JEAN COLLY - 75013 PARIS,48.82783803264948,2.370530563855483
8034,08034 - HAUSSMANN COURCELLES,49 RUE DE BERRI - 75008 PARIS,48.874810390028195,2.308314064189137
2012,02012 - QUATRE SEPTEMBRE,10 RUE DE CHOISEUL - 75002 PARIS,48.869969733968915,2.3360394555421
5029,05029 - PORT ROYAL,FACE 41 AVENUE GEORGES BERNANOS - 75005 PARIS,48.8401089566606,2.337296889737942
20008,20008 - MARAICHERS,73 RUE DES PYRENEES - 75020 PARIS,48.853246898211985,2.405871044529538
17039,17039 - PLACE SAINT FERDINAND,26 RUE SAINT FERDINAND - 75017 PARIS,48.87815529789739,2.288518047864942
15069,15069 - BOUCICAUT FAURE,41 AVENUE FELIX FAURE - 75015 PARIS,48.841249336041045,2.288386600849503
5027,05027 - GOBELINS,22 AVENUE DES GOBELINS - 75005 PARIS,48.83712603861059,2.351433329767636
12017,12017 - ST MANDE NETTER,82 AVENUE SAINT MANDE - 75012 PARIS,48.84463462629767,2.405099826323643
35003,35003 - VAILLANT (PANTIN),ANGLE RUE GENERAL GOSSERAND ET AVENUE EDOUARD VAILLANT - 93500 PANTIN,48.902691617981425,2.393255829334146
20116,20116 - HAIES REUNION,53 RUE DES HAIES - 75020 PARIS,48.85386896766491,2.402426162238911
18011,18011 - HERBERT,85 RUE PAJOL - 75018 PARIS,48.89284571116732,2.363429016279767
13005,13005 - ARAGO CORDELIERE - VERSION 2,2 RUE DES CORDELIERES - 75013 PARIS,48.83548071896613,2.348572461702221
10032,10032 - DODU,N° 12-14 RUE CLAUDE VELLEFAUX- 75010 PARIS,48.87285913900304,2.370071706985146
15037,15037 - GROULT,202 RUE LECOURBE - 75015 PARIS,48.84041618840877,2.295464906515111
21106,21106 - MORICE 2 (CLICHY),2-4 RUE MORICE - 92110 CLICHY,48.90066034942664,2.308569535028556
8055,08055 - TERNES COURCELLES,87 BD COURCELLES - 75008 PARIS,48.87818887641853,2.299296003861458
4002,04002 - MARCHE AUX FLEURS,PLACE LOUIS LEPINE - 75004 PARIS,48.85525336084426,2.347356447642631
15030,15030 - LINOIS,66 RUE EMERIAU - 75015 PARIS,48.84804578628324,2.284380633700994
11020,11020 - CHARONNE,1 RUE DE BELFORT - 75011 PARIS,48.85631717803066,2.383072452374457
15059,15059 - CITROEN,RUE BALARD - 75015 PARIS,48.84071436444365,2.278018571567725
8549,08549 - PLACE DUNANT,39 AVENUE GEORGE V - 75008 PARIS,48.87040913507474,2.301123191744092
21501,21501 - SELLIER (SURESNES),RUE DE SAINT CLOUD / BOULEVARD HENRI SELLIER - 92150 SURESNES,48.867565806130166,2.225998484960623
14011,14011 - ALESIA SARRETTE,6 RUE SARRETTE - 75014 PARIS,48.827525292006904,2.331729378994153
8013,08013 - MARIGNAN,24 RUE DE MARIGNAN - 75008 PARIS,48.8696161948985,2.306620834902348
43001,43001 - PARIS 1 (VINCENNES),168 AVENUE DE PARIS - 94300 VINCENNES,48.84633805388875,2.420247340474637
44101,44101 - PLACE MONGOLFIER (SAINT MAURICE),PLACE MONTGOLFIER - 94410 SAINT MAURICE,48.815050006197445,2.459239414806482
1007,01007 - ETIENNE MARCEL,2 RUE DE TURBIGO - 75001 PARIS,48.86356704711952,2.347702021141098
8105,08105 - FRANCOIS 1ER LINCOLN,56 RUE FRANCOIS 1ER - 75008 PARIS,48.86951797934417,2.302426218841562
16042,16042 - PORTE DE SAINT CLOUD,120 BOULEVARD MURAT - 75016 PARIS,48.837555260014625,2.257972572706903
18022,18022 - BARBES MARCADET,57 RUE MARCADET - 75018 PARIS,48.89045112096476,2.349057392968696
21101,21101 - VALITON (CLICHY),4 RUE DE VALITON - 92110 CLICHY,48.90249245151852,2.297840007374352
14125,14125 - DAREAU,34 RUE DAREAU - 75014 PARIS,48.830723214583635,2.336146557204349
14115,14115 - CITÉ UNIVERSITAIRE,AVENUE MAURICE D'OCAGNE - 75014 PARIS,48.823923168544646,2.316573329316086
17004,17004 - LEGENDRE AVENUE DE CLICHY,130 RUE LEGENDRE - 75017 PARIS,48.88896161855884,2.322528975094376
17007,17007 - NAVIER,FACE 57 RUE NAVIER - 75017 PARIS,48.89591411750011,2.322727367054828
17116,17116 - REIMS,6 BOULEVARD DE REIMS - 75017 PARIS,48.891834448210986,2.300144659954865
9104,9104 - CAUMARTIN PROVENCE,115 rue de provence - 75009 PARIS,48.874179024030234,2.327778690118609
8008,08008 - ROME SAINT LAZARE,1 RUE JOSEPH SANSBOEUF - 75008 PARIS,48.875353174464706,2.322884365751902
3013,03013 - RUE DE SEVIGNE,36 RUE DE SEVIGNE - 75003 PARIS,48.856954148055344,2.362897420229539
13023,13023 - BOBILLOT VERLAINE,30 RUE BOBILLOT - 75013 PARIS,48.82860289084512,2.353034582951421
43008,43008 - FONTENAY (VINCENNES),12 RUE DE FONTENAY - 94300 VINCENNES,48.84779066448261,2.444690887827985
20016,20016 - PYRENEES VITRUVE,114 BIS RUE DES PYRENEES - 75020 PARIS,48.85712940035504,2.404425625176959
18005,18005 - TARDIEU,8 RUE TARDIEU - 75018 PARIS,48.88416326647457,2.341879802310627
14106,14106 - STADE DIDOT,FACE 58 AVENUE MARC SANGNIER - 75014 PARIS,48.825325870060475,2.310670653467625
20120,20120 - NOISY LE SEC,1 RUE EVARISTE GALOIS - 75020 PARIS,48.873338225236466,2.413239879550039
15107,15107 -  PALAIS DES SPORTS,42 BOULEVARD VICTOR - 75015 PARIS,48.8335736182304,2.28548042091786
15013,15013 - LECOURBE VOLONTAIRE,DEV 1 RUE DES VOLONTAIRES - 75015 PARIS,48.843542735006295,2.306558615574665
33104,33104 - JOINEAU (PRE SAINT GERVAIS),RUE ANDRE JOINEAU / PLACE ANATOLE FRANCE - 93310 LE PRE SAINT GERVAIS,48.883620233843736,2.403240318366616
4009,04009 - VILLAGE SAINT PAUL,6 RUE SAINT PAUL - 75004 PARIS,48.852725972189546,2.360878343431665
16034,16034 - PORTE D'AUTEUIL,76 RUE D'AUTEUIL - 75016 PARIS,48.84795020779427,2.260659826137633
9029,09029 - TRINITE,62 RUE SAINT LAZARE - 75009 PARIS,48.87685932729332,2.332762380011633
13022,13022 - BUTTE AUX CAILLES,27 ET 36 RUE DE LA BUTTE AUX CAILLES - 75013 PARIS,48.827564379878744,2.34906350669476
20018,20018 - HARPIGNIES,2 RUE HARPIGNIES- 75020 PARIS,48.85862166935013,2.409942553877677
8047,08047 - GEORGE V,28 AVENUE GEORGE V - 75008 PARIS,48.868165940558264,2.301274609316824
33009,33009 - FELIX (AUBERVILLIERS),120 BOULEVARD FELIX FAURE - 93300 AUBERVILLIERS,48.907885757266726,2.378838474064149
17108,17108 - BESSIERES,102 BOULEVARD BESSIERES - 75017 PARIS,48.896181267908254,2.318020679358361
11042,11042 - OBERKAMPF,1 RUE DU GRAND PRIEURE - 75011 PARIS,48.8646494198968,2.369261438255258
21707,21707 - PASTEUR (VANVES),9 AVENUE PASTEUR ANGLE CARREFOUR ALBERT LEGRIS - 92170 Vanves,48.82509932921558,2.292500331456548
15047,15047 - DANTZIG,FACE AU 37 RUE MORILLONS - 75015 PARIS,48.83317977055646,2.299282641599619
13121,13121 - IVRY BRUNESEAU,RUE BRUNESEAU - 75013 PARIS,48.824952872870355,2.388580678853776
7001,07001 - DUROC,63 BOULEVARD DES INVALIDES - 75007 PARIS,48.84776985682885,2.316183886729462
15039,15039 - CHARLES VALLIN,133 RUE DE L'ABBE GROULT - 75015 PARIS,48.836058393856256,2.301865968384287
6001,06001 - INSTITUT,5 QUAI MALAQAIS - 75006 PARIS,48.85761567856468,2.335831353037739
11109,11109 - REPUBLIQUE PIERRE LEVEE,1 RUE DE LA PIERRE LEVEE - 75011 PARIS,48.866331347902545,2.371097448471508
14027,14027 - ALESIA GERGOVIE,FACE 83 RUE DE GERGOVIE - 75014 PARIS,48.83088717455243,2.318882101207347
